"target_sequence","student_id","assignment_completed","problems_completed"
PSAVUF5,15807,1,6
PSAVUA4,15826,0,1
PSAVUA4,15849,1,7
PSA2H6G,15921,1,6
PSAVTVJ,16115,1,6
PSAVUF5,16165,1,3
PSAVUF5,16286,1,4
PSAVUF5,16288,1,5
PSAVUF5,16303,1,8
PSAVTVJ,16315,0,2
PSAVUF5,16435,1,5
PSAVUF5,16437,1,5
PSAVUF5,16438,1,3
PSAVUF5,16439,1,3
PSAVUF5,16441,1,4
PSAVUF5,16443,1,3
PSAVUF5,16445,1,5
PSAVUF5,16446,1,3
PSAVUF5,16447,1,3
PSAVUF5,16448,1,5
PSAVUK7,16481,0,11
PSAVUK7,16482,0,6
PSAVUK7,16484,1,5
PSAVUK7,16486,1,4
PSAVUK7,16487,1,10
PSAVUK7,16488,1,7
PSAVUK7,16490,1,3
PSAVUK7,16491,1,6
PSAVUK7,16493,1,5
PSAVUK7,16494,1,3
PSA2H6G,16995,1,4
PSAVTVJ,17048,1,4
PSAVTUH,17305,1,3
PSAVTUU,17305,1,5
PSAVTUH,17306,1,5
PSAVTUU,17306,0,10
PSAVTUH,17308,1,3
PSAV9DV,17374,0,1
PSAVUME,17374,1,3
PSAVUA4,17375,1,3
PSAVUK8,17375,1,8
PSAVUME,17375,1,3
PSAVUME,17380,1,3
PSAVUME,17381,1,3
PSAVUME,17383,1,6
PSAV9DV,17385,1,4
PSAVUA4,17385,1,5
PSAVUME,17385,1,3
PSAV9DV,17386,0,1
PSAVUME,17386,0,10
PSAVUME,17387,1,3
PSAVUF5,17737,1,4
PSAVUF5,17745,1,3
PSAV9DV,17778,0,8
PSAVTVJ,18330,1,9
PSA2H6G,18484,1,6
PSAVUA4,18615,1,3
PSAVUK8,18615,1,3
PSAV9DV,18697,0,3
PSAVUA4,18698,0,3
PSAVUK8,18698,1,3
PSAVTVJ,19773,1,5
PSAVTVJ,19776,1,3
PSAVTVJ,19894,1,3
PSAVTVJ,19895,1,3
PSAVTVJ,20065,1,5
PSAVTVJ,20066,1,6
PSAVTVJ,20067,1,3
PSAVTVJ,20071,1,3
PSAVTVJ,20179,1,3
PSA2H6G,20580,1,5
PSAVUF5,20876,1,4
PSAVUF5,20880,0,1
PSAVUF5,20883,1,6
PSA2H6G,20954,1,3
PSA2H6G,20955,1,10
PSA2H6G,20956,1,5
PSAV9DV,21023,0,2
PSA2H6H,21345,0,4
PSAVUF5,21360,1,5
PSAVUF5,21369,1,3
PSA2H6G,22041,1,11
PSAVUF5,22212,0,1
PSAV9DV,22643,0,2
PSAV9DV,22648,0,3
PSAV9DV,22649,0,2
PSAV9DV,22650,0,1
PSAV9DV,22653,0,4
PSAV9DV,22654,0,1
PSAV9DV,22657,0,2
PSAV9DV,22658,0,2
PSAV9DV,22666,0,3
PSAV9DV,22960,0,4
PSA2H6G,22988,0,11
PSAHK8,22988,0,13
PSAVUGR,22988,1,43
PSAVUGY,22992,1,3
PSAVTV6,23378,1,4
PSAVUGY,23378,1,3
PSAVUGY,23380,1,3
PSAVTV6,23381,1,3
PSAVUGY,23381,1,3
PSAVTV6,23383,1,11
PSAVUGY,23383,1,7
PSAVTV6,23384,1,6
PSAVUGY,23384,1,3
PSAVUGY,23385,1,4
PSAVUGY,23386,1,4
PSAVUGY,23387,1,3
PSAVTV6,23388,1,3
PSAVUGY,23388,1,3
PSAVUGY,23389,1,3
PSAVUGY,23393,1,7
PSA2H6G,23778,1,6
PSAVUF5,23911,1,4
PSAVUF5,23912,1,4
PSAVUF5,23914,1,3
PSAVUF5,23919,1,3
PSAVUF5,23920,1,3
PSAVUF5,23921,1,3
PSAVUF5,23923,0,2
PSAVUF5,23924,1,3
PSAVUF5,23927,1,3
PSAVUF5,23928,1,5
PSAVUF5,23930,1,3
PSAVUF5,23937,1,3
PSAVUF5,23940,1,4
PSAVUF5,23941,1,6
PSAVUF5,24165,1,3
PSAVUF5,24176,0,1
PSAVTUH,24194,1,3
PSAVTUU,24194,1,3
PSAVTV6,24194,1,3
PSAVUAR,24194,1,5
PSAVUGY,24194,1,3
PSAVTUH,24196,1,3
PSAVUGY,24264,1,3
PSAVUF5,24321,1,3
PSAVUF5,24329,0,2
PSAVTUH,24330,1,11
PSAVTUU,24330,1,3
PSAVTV6,24330,1,3
PSAVUAR,24330,1,4
PSAVUGY,24330,1,3
PSAVUF5,24340,0,2
PSAVUF5,24352,0,1
PSAVUF5,24362,0,1
PSAVUF5,24366,1,3
PSAVUF5,24370,0,1
PSAVUF5,24384,1,3
PSAVUF5,24386,1,6
PSAVUF5,24390,1,3
PSAVUF5,24392,1,8
PSAVUF5,24404,1,6
PSAVUF5,24617,1,5
PSAVUF5,24618,0,3
PSAVUF5,24619,1,3
PSAVUF5,24624,1,4
PSAVUF5,24642,0,2
PSAVUF5,24644,1,11
PSAVUF5,24649,1,3
PSAVUF5,24654,1,3
PSAVUF5,24660,1,6
PSAVUF5,24670,1,3
PSAVTUH,24678,1,3
PSAVTUU,24678,1,4
PSAVTV6,24678,1,3
PSAVUAR,24678,1,3
PSAVUGY,24678,1,3
PSA2H6H,24753,0,10
PSAV9DV,24753,0,10
PSAVUF5,24767,0,3
PSAVUF5,24768,1,3
PSAVUF5,24780,1,8
PSAVUF5,24785,1,6
PSAVUF5,24786,0,1
PSAVUF5,24792,1,7
PSAVUF5,24796,0,2
PSAVUF5,24802,1,3
PSAVUF5,24805,1,7
PSAVUF5,24809,0,2
PSAVUF5,24813,1,5
PSAVUF5,24814,0,2
PSAVUF5,24821,0,1
PSAVUF5,24860,1,3
PSAVTV6,24899,1,16
PSAVUGY,24899,1,6
PSAVTV6,24900,0,31
PSAVUGY,24900,1,3
PSAVUGY,24902,1,6
PSAVUGY,24903,1,3
PSAVUGY,24904,1,3
PSA2H6G,25410,1,3
PSAVTVJ,25819,1,3
PSA2H6G,26149,0,10
PSAVUGR,26149,1,10
PSA2H6G,26491,1,3
PSA2H6G,26492,0,9
PSAVTVJ,26632,1,3
PSA2H6G,26895,1,4
PSA2H6G,26920,1,7
PSA2H6G,27241,1,5
PSA2H6G,27243,1,3
PSA2H6G,27288,1,3
PSAV9DV,27999,0,1
PSAVUGR,27999,1,5
PSAVUGR,28000,1,6
PSAV9DV,28005,0,2
PSAV9DV,28006,1,3
PSAVUGR,28008,1,3
PSAVUGR,28009,1,3
PSAV9DV,28011,0,2
PSAV9DV,28014,0,2
PSAVUGR,28018,1,6
PSAV9DV,28021,0,1
PSAVUGR,28021,1,3
PSAV9DV,28023,1,3
PSAVUGR,28023,1,7
PSAVUGR,28099,0,10
PSAVUGR,28100,1,3
PSAVUGR,28102,0,7
PSAVUGR,28103,1,4
PSAVUGR,28104,1,10
PSAVUGR,28105,0,6
PSAVUGR,28106,1,3
PSAVUGR,28107,0,4
PSAVUGR,28108,1,9
PSAV9DV,28109,1,4
PSAVUGR,28111,1,4
PSAVUGR,28112,0,1
PSAV9DV,28113,0,2
PSAVUGR,28113,1,7
PSAVUGR,28114,1,3
PSAVUGR,28115,0,10
PSAV9DV,28116,0,2
PSAVUGR,28116,1,10
PSAVUGR,28129,0,10
PSAV9DV,28134,0,2
PSAVUGR,28134,0,2
PSAVUGR,28238,1,3
PSAV9DV,28240,1,7
PSAVUGR,28241,1,3
PSAVUGR,28242,0,10
PSAVUGR,28243,0,8
PSAVUGR,28246,0,6
PSAVUGR,28247,1,5
PSAVUGR,28248,1,3
PSAVUGR,28249,1,4
PSAVUGR,28250,1,4
PSAVUGR,28251,0,10
PSAVUGR,28254,0,8
PSAVUGR,28289,0,10
PSAV9DV,28292,1,6
PSAVUK8,28355,0,12
PSAVUA4,28415,1,3
PSAVUK8,28415,1,3
PSAVUA4,28481,0,10
PSAVUA4,28485,1,11
PSAVUA4,28489,0,1
PSAVUA4,28493,0,1
PSAVUA4,28576,1,4
PSAVUK8,28576,1,10
PSAVUA4,28578,0,13
PSAVUK8,28578,1,14
PSAVUA4,28653,1,9
PSAVUK8,28653,1,8
PSA2H6G,28838,0,1
PSAV9DV,28840,1,4
PSAV9DV,28841,1,3
PSAV9DV,28842,1,3
PSAV9DV,28843,1,5
PSAV9DV,28844,1,5
PSAV9DV,28845,0,3
PSAV9DV,28847,1,8
PSAV9DV,28848,0,3
PSAV9DV,28849,1,7
PSAV9DV,28850,0,3
PSAV9DV,28851,1,3
PSAV9DV,28853,0,6
PSAV9DV,28854,1,3
PSA2H6G,28962,1,3
PSA2H6G,28966,1,3
PSA2H6G,28970,1,3
PSAV9DV,29002,0,4
PSAV9DV,29003,1,3
PSAV9DV,29004,0,12
PSAV9DV,29005,0,9
PSAV9DV,29006,1,5
PSAV9DV,29007,1,3
PSAV9DV,29008,1,9
PSAV9DV,29009,0,4
PSAV9DV,29010,1,6
PSAV9DV,29011,1,3
PSAV9DV,29012,0,8
PSAVUA4,29013,0,3
PSAVUK8,29013,1,8
PSAVUA4,29014,1,8
PSAVUK8,29014,1,17
PSAV9DV,29017,1,17
PSAV9DV,29018,0,2
PSAV9DV,29019,0,3
PSAVUA4,29127,1,4
PSAVUK8,29127,1,4
PSAVUA4,29128,1,9
PSAVUK8,29128,1,3
PSAVUA4,29131,0,2
PSAVUA4,29132,1,11
PSAVUK8,29132,0,11
PSAVUA4,29133,0,2
PSAVUA4,29135,0,15
PSAVUK8,29135,0,10
PSAVUA4,29138,1,6
PSAVUK8,29138,1,8
PSAVUA4,29139,0,2
PSAVUK8,29139,1,3
PSAVUA4,29140,1,4
PSAVUK8,29140,1,3
PSAVUA4,29141,1,15
PSAVUK8,29141,1,6
PSAVUA4,29146,1,4
PSAVUK8,29146,1,5
PSAVUA4,29160,0,13
PSAVUK8,29160,0,2
PSAVUA4,29162,0,10
PSAVUA4,29200,0,2
PSAVUK8,29200,1,7
PSAV9DV,29285,1,10
PSAV9DV,29286,0,9
PSAV9DV,29287,1,3
PSAV9DV,29288,1,3
PSAV9DV,29289,0,12
PSAV9DV,29291,1,4
PSAV9DV,29292,0,2
PSAV9DV,29293,1,5
PSAV9DV,29294,1,6
PSAV9DV,29295,1,3
PSAV9DV,29298,1,21
PSAV9DV,29300,0,3
PSAV9DV,29439,1,8
PSAV9DV,29453,1,9
PSAV9DV,29456,0,1
PSAV9DV,29457,1,6
PSAV9DV,29458,1,3
PSAV9DV,29460,1,8
PSAV9DV,29462,1,9
PSAV9DV,29464,0,9
PSAV9DV,29465,1,9
PSAV9DV,29466,0,2
PSAV9DV,29467,1,6
PSAV9DV,29468,1,4
PSAV9DV,29471,1,4
PSAV9DV,29472,0,2
PSAVUA4,29616,1,6
PSAVUK8,29616,1,17
PSAVUA4,29617,1,6
PSAVUK8,29617,0,19
PSAVUK8,29620,1,3
PSAVUA4,29625,0,3
PSAVUK8,29625,1,8
PSAVUA4,29626,1,10
PSAVUK8,29626,1,4
PSAVUA4,29631,0,6
PSAVUA4,29632,1,12
PSAVUK8,29632,1,8
PSAVUA4,29651,1,4
PSAVUK8,29651,1,9
PSAVUK8,29778,0,3
PSAVUA4,29779,0,6
PSAVUK8,29779,0,5
PSAVUA4,29781,1,11
PSAVUK8,29781,0,7
PSAVUA4,29782,0,9
PSAVUK8,29782,1,8
PSAVUA4,29783,1,11
PSAVUK8,29783,1,9
PSAVUA4,29784,1,3
PSAVUK8,29784,1,6
PSAVUA4,29785,0,11
PSAVUK8,29785,0,11
PSAVUA4,29786,1,4
PSAVUK8,29786,1,3
PSAVUK8,29787,0,6
PSAVUA4,29788,0,4
PSAVUK8,29788,1,8
PSAVUA4,29789,1,3
PSAVUK8,29789,1,4
PSAVUA4,29796,1,5
PSAVUK8,29796,1,18
PSAVUA4,29799,1,5
PSAVUK8,29799,1,3
PSAVUA4,29801,0,14
PSAVUA4,29804,1,9
PSAVUK8,29804,0,10
PSAVUA4,29821,0,4
PSAVUA4,29828,1,22
PSAVUK8,29828,1,11
PSAVTVJ,29999,1,3
PSAVTVJ,30272,1,3
PSA2H6G,30475,1,3
PSA2H6G,30490,0,1
PSA2H6G,30496,1,3
PSAVTVJ,30500,1,3
PSAVUGR,30526,0,1
PSA2H6G,30541,0,2
PSAVUGR,30550,0,1
PSA2H6G,30701,1,7
PSA2H6G,31029,0,3
PSA2H6G,31041,0,5
PSA2H6G,31047,1,4
PSAVUK7,31068,1,3
PSAVUK7,31070,0,2
PSAVUK7,31071,1,3
PSAVUGR,31072,0,6
PSAVUK7,31072,1,5
PSAVUK7,31075,0,1
PSAVUGR,31076,1,3
PSAVUK7,31076,1,5
PSAVUK7,31077,0,1
PSAVUK7,31078,1,6
PSAVUK7,31079,0,11
PSAVUK7,31082,1,4
PSAVUK7,31083,1,6
PSAVUK7,31089,0,5
PSA2H6G,31174,1,5
PSAVUK7,31875,0,2
PSAVUK7,31885,0,4
PSAVTVJ,31909,1,2
PSAVTVJ,31925,1,6
PSAVTVJ,31935,1,4
PSAVTVJ,31937,1,6
PSAVTVJ,31946,1,3
PSAVUK7,31947,0,2
PSAVTVJ,32072,1,4
PSAVTVJ,32090,1,3
PSAVTVJ,32443,1,3
PSAV9DV,32488,1,3
PSAV9DV,32549,1,8
PSAVTVJ,32550,1,3
PSAVUF5,32580,1,3
PSAVTVJ,32713,1,3
PSAVTVJ,32894,1,3
PSAVTVJ,33091,1,4
PSAVTVJ,33095,1,4
PSAVTVJ,33103,1,4
PSAVTVJ,33105,1,3
PSAVTVJ,33108,1,3
PSAVTVJ,33111,1,3
PSAVUK7,33159,1,10
PSAVUK7,33160,1,3
PSAVUK7,33161,0,1
PSAVUGR,33162,0,20
PSAVUK7,33162,1,12
PSAVUK7,33163,1,3
PSAVUK7,33164,1,8
PSAVUK7,33165,1,5
PSAVUGR,33166,1,15
PSAVUK7,33166,1,15
PSAVUK7,33167,1,6
PSAVUK7,33168,1,3
PSAVUK7,33169,1,9
PSAVUK7,33170,1,5
PSAVUGR,33171,1,4
PSAVUK7,33171,1,6
PSAVUK7,33172,1,5
PSAVUK7,33173,1,4
PSAVUGR,33175,0,6
PSAVUK7,33205,0,4
PSAVTVJ,33590,1,3
PSAVTVJ,33595,1,3
PSAVTVJ,33743,1,4
PSAV9DV,33841,1,6
PSAV9DV,33846,1,8
PSAV9DV,33850,1,12
PSAV9DV,33851,1,3
PSAV9DV,33855,1,3
PSAV9DV,33857,1,3
PSAV9DV,33858,1,3
PSAV9DV,33864,0,11
PSAVTVJ,34203,1,4
PSAVTVJ,34212,1,3
PSAVTVJ,34277,1,4
PSAVTVJ,34293,1,3
PSAVTVJ,34320,1,6
PSAVTVJ,34323,1,3
PSAVTVJ,34326,1,4
PSAVTVJ,34329,1,3
PSAVTVJ,34333,1,4
PSAVUK7,34597,1,5
PSAVTVJ,34602,1,3
PSAVTVJ,34603,0,2
PSAVTVJ,34604,1,6
PSAVTVJ,34605,1,3
PSAVTVJ,34606,1,3
PSAVTVJ,34607,1,4
PSAVTVJ,34608,0,2
PSAVTVJ,34609,1,4
PSAVTVJ,34610,1,3
PSAVTVJ,34611,0,3
PSAVTVJ,34612,1,4
PSAVTVJ,34613,1,3
PSAVTVJ,34614,1,3
PSAVTVJ,34615,0,2
PSAVTVJ,34616,0,1
PSAVUK7,34617,0,4
PSAVTVJ,34618,1,7
PSAVUK7,34626,1,3
PSAVUK7,34631,1,8
PSAVUK7,34635,1,5
PSAVUK7,34638,1,6
PSAVUGR,34640,0,2
PSAVUK7,34640,1,4
PSAVUK7,34643,0,3
PSAV9DV,35093,1,5
PSAVTVJ,35095,1,3
PSAVTVJ,35097,1,3
PSAVTVJ,35098,1,3
PSAVTVJ,35099,1,3
PSAVTVJ,35100,1,4
PSAVTVJ,35101,1,3
PSAVTVJ,35102,1,3
PSAVTVJ,35103,0,1
PSAVTVJ,35104,1,9
PSAVTVJ,35105,0,3
PSAVTVJ,35123,1,3
PSAVTVJ,35129,1,3
PSAVTVJ,35133,1,5
PSAVTVJ,35136,1,3
PSAVTVJ,35137,1,4
PSAVTVJ,35138,1,4
PSAVTVJ,35139,1,3
PSAVTVJ,35146,1,3
PSAVTVJ,35147,1,4
PSAVTVJ,35148,0,2
PSAVTVJ,35153,1,3
PSAVTVJ,35175,1,3
PSAV9DV,35279,0,10
PSAV9DV,35331,0,3
PSA2H6G,35521,1,13
PSA2H6G,35526,0,2
PSA2H6G,35537,1,6
PSA2H6G,35539,1,3
PSA2H6G,35542,0,10
PSA2H6G,35543,1,3
PSA2H6G,35549,1,5
PSA2H6G,35561,1,5
PSA2H6G,35565,1,3
PSAVTVJ,35943,1,6
PSAV9DV,36129,1,3
PSAV9DV,36248,0,3
PSAV9DV,36352,1,7
PSAVTVJ,36475,1,4
PSAVTVJ,36610,1,3
PSAV9DV,36648,0,11
PSAV9DV,36649,0,1
PSAVUK7,36885,1,6
PSAV9DV,37749,0,3
PSAVUK8,37884,1,17
PSAVUK8,37885,1,8
PSAVUK8,37889,1,3
PSAVUK8,37890,1,4
PSAVUK8,37891,1,10
PSAVUK8,37893,0,10
PSAVUK8,37898,0,10
PSAVUK8,37899,0,7
PSAVUK8,37901,1,4
PSAVUK8,37907,1,6
PSAVUK8,37908,1,11
PSAVUK8,37910,1,6
PSAVUK8,37912,1,13
PSAVUK8,37913,1,12
PSAVUK8,37914,0,10
PSAVUK8,37916,1,9
PSAVUGY,38164,1,3
PSAVTVJ,38293,1,3
PSAVUK7,38462,1,3
PSAVUK7,38463,0,3
PSAVUK7,38492,0,1
PSAVTVJ,38667,1,3
PSAVUGR,39621,1,5
PSAVUK7,39621,1,4
PSAV9DV,39646,0,9
PSAVTVJ,39646,1,4
PSAVTVJ,39664,1,6
PSAWU7D,39664,1,3
PSAVTVJ,39666,1,3
PSAWU7D,39666,1,3
PSAV9DV,39668,1,3
PSAVTVJ,39668,1,3
PSAWU7D,39668,1,6
PSAV9DV,39676,1,3
PSAWU7D,39676,1,4
PSAV9DV,39688,1,9
PSAVTVJ,39688,1,3
PSAWU7D,39688,1,7
PSAV9DV,39690,1,3
PSAVTVJ,39690,1,3
PSAWU7D,39690,1,11
PSAV9DV,39692,0,7
PSAVTVJ,39692,1,4
PSAV9DV,39697,1,3
PSAVTVJ,39697,1,3
PSAV9DV,39700,0,1
PSAV9DV,39703,1,3
PSAVTVJ,39703,1,3
PSAV9DV,39706,1,3
PSAVTVJ,39706,1,3
PSAWU7D,39706,1,3
PSAV9DV,39709,1,5
PSAVTVJ,39709,1,3
PSAWU7D,39709,0,2
PSAV9DV,39714,1,7
PSAVTVJ,39714,1,3
PSAV9DV,39715,1,6
PSAVTVJ,39715,1,3
PSAWU7D,39715,1,3
PSAV9DV,39719,1,6
PSAVTVJ,39719,1,3
PSAWU7D,39719,1,3
PSAV9DV,39721,1,6
PSAVTVJ,39721,1,13
PSAWU7D,39721,1,5
PSAV9DV,39726,1,3
PSAVTVJ,39726,1,3
PSAWU7D,39726,1,4
PSAVTVJ,39729,1,3
PSAWU7D,39729,0,1
PSAV9DV,39736,1,3
PSAVTVJ,39736,1,3
PSAWU7D,39736,1,5
PSAVTVJ,39737,0,2
PSAV9DV,39756,1,16
PSAV9DV,39767,1,10
PSAVTVJ,39767,1,3
PSAVUA4,39768,1,3
PSAVUK8,39768,1,3
PSAV9DV,39778,1,4
PSAVTVJ,39778,1,3
PSAWU7D,39778,1,6
PSAV9DV,39780,1,6
PSAVTVJ,39780,1,3
PSAWU7D,39780,1,14
PSAV9DV,39783,1,7
PSAVTVJ,39783,1,3
PSAV9DV,39785,1,4
PSAVTVJ,39785,1,3
PSAWU7D,39785,0,5
PSAV9DV,39786,1,6
PSAVTVJ,39786,1,3
PSAWU7D,39786,0,10
PSAV9DV,39787,1,4
PSAVTVJ,39787,1,3
PSAWU7D,39787,1,3
PSAVTVJ,39797,1,4
PSAWU7D,39797,1,4
PSAV9DV,39803,1,5
PSAVTVJ,39803,1,6
PSAWU7D,39803,1,8
PSA2H6G,39878,1,3
PSA2H6G,39884,1,4
PSA2H6G,39885,0,3
PSA2H6G,39890,1,4
PSA2H6G,39891,1,3
PSA2H6G,39893,1,4
PSA2H6G,39894,1,4
PSA2H6G,39903,1,3
PSA2H6G,39907,1,5
PSAV9DV,39956,1,3
PSAVTVJ,39956,1,3
PSAWU7D,39956,1,3
PSA2H6G,39978,1,7
PSA2H6G,39981,1,6
PSA2H6G,39991,1,4
PSA2H6G,39996,1,6
PSA2H6G,39997,0,1
PSA2H6G,39999,1,4
PSA2H6G,40000,1,5
PSA2H6G,40003,0,10
PSA2H6G,40005,1,8
PSA2H6G,40007,1,6
PSA2H6G,40018,1,3
PSA2H6G,40022,1,3
PSAVUK7,40084,1,3
PSAVUK7,40096,1,5
PSAV9DV,40233,0,1
PSAVUME,40233,1,3
PSAVUME,40398,1,8
PSAVUME,40399,1,6
PSAVUME,40400,0,5
PSAVUME,40401,0,3
PSAVUME,40402,0,1
PSAVUME,40403,1,3
PSAVUME,40404,1,5
PSAVUME,40405,1,3
PSAVUME,40406,1,3
PSAVUME,40407,0,2
PSAVUME,40408,1,5
PSAVUME,40409,0,10
PSAVUME,40410,0,2
PSAVUME,40411,1,3
PSAVTUU,40886,1,3
PSAV9DV,41002,1,5
PSAVTVJ,41002,1,3
PSAWU7D,41002,1,3
PSAVTVJ,41068,1,3
PSAV9DV,41071,1,3
PSAVTVJ,41071,1,3
PSAWU7D,41071,1,4
PSAVTVJ,41072,1,3
PSAV9DV,41073,1,6
PSAVTVJ,41073,1,3
PSAV9DV,41074,0,2
PSAVTVJ,41074,1,3
PSAWU7D,41074,0,2
PSAVTVJ,41094,1,3
PSAV9DV,41095,1,4
PSAVTVJ,41095,1,3
PSAV9DV,41096,1,4
PSAVTVJ,41096,1,3
PSAWU7D,41096,1,5
PSAV9DV,41097,1,6
PSAVTVJ,41097,1,3
PSAWU7D,41097,1,19
PSAVTVJ,41098,1,3
PSAWU7D,41098,1,3
PSAV9DV,41099,1,8
PSAVTVJ,41099,1,3
PSAWU7D,41099,1,7
PSAV9DV,41100,0,1
PSAVTVJ,41100,1,5
PSAVTVJ,41101,1,7
PSAWU7D,41101,1,7
PSAV9DV,41102,1,3
PSAVTVJ,41102,1,4
PSAWU7D,41102,1,4
PSAV9DV,41108,1,4
PSAVTVJ,41108,1,3
PSAWU7D,41108,0,1
PSAVTVJ,41303,1,4
PSAVTVJ,41308,1,3
PSAVTVJ,41311,1,3
PSAWU7D,41311,0,2
PSAVTUU,41364,1,3
PSAVUAR,41364,1,8
PSAVTUU,41366,1,3
PSAVUAR,41366,0,8
PSAVTUU,41371,1,3
PSAVUAR,41371,1,4
PSAVTUU,41375,0,2
PSAVUAR,41375,0,3
PSAVTUU,41380,1,3
PSAVTUU,41381,1,3
PSAVUAR,41381,0,5
PSAVTUU,41382,1,9
PSAVTUU,41383,1,3
PSAVUAR,41383,1,8
PSAVTUU,41385,1,3
PSAVUAR,41385,1,3
PSAVTUU,41390,1,3
PSAVUAR,41390,0,8
PSAVTUU,41395,1,3
PSAVUAR,41395,0,2
PSAVUAR,41396,0,4
PSA2H6G,41483,1,6
PSA2H6G,41486,1,3
PSAV9DV,41623,1,5
PSAVTVJ,41623,1,3
PSAVUK7,41633,1,4
PSAVUK7,41691,0,8
PSAVUK7,41692,1,6
PSAVUK7,41693,1,5
PSAVUK7,41694,1,30
PSAVUK7,41695,1,6
PSAVUK7,41696,0,4
PSAVUK7,41697,1,4
PSAVUK7,41698,1,4
PSAVUK7,41700,1,5
PSAVUK7,41701,1,12
PSAVUK7,41702,0,10
PSAVUK7,41703,1,4
PSAVUK7,41704,0,24
PSAVUK7,41705,0,6
PSAVUK7,41706,1,6
PSAVUK7,41707,1,12
PSAVUK7,41708,1,7
PSAVUK7,41710,1,16
PSAVUK7,41713,1,7
PSAVUK7,41714,1,15
PSAVUK7,41716,0,11
PSAVUK7,41717,1,3
PSAVUK7,41719,0,6
PSAVUK7,41733,0,5
PSA2H6G,41737,0,8
PSAVUK7,41840,1,14
PSAVUK7,41841,0,15
PSAVUK7,41842,1,18
PSAVUK7,41843,1,4
PSAVUK7,41845,0,2
PSAVUK7,41846,0,3
PSAVUK7,41847,1,8
PSAVUK7,41848,1,16
PSAVUK7,41861,0,9
PSAVUK7,41864,1,3
PSAVUK7,41866,1,18
PSAVUK7,41867,0,10
PSAVUK7,41868,1,6
PSAVUK7,41869,0,8
PSAVUK7,41872,1,3
PSAVUK7,41873,1,29
PSAVUK7,41879,1,10
PSAVUK7,41881,0,10
PSAVUK7,41893,1,12
PSAVUK7,41895,1,6
PSAVUK7,41896,1,16
PSAVUK7,41898,1,9
PSAVUK7,42100,1,16
PSAVUK7,42101,1,27
PSAVUK7,42102,1,26
PSAVUK7,42103,1,7
PSAVUK7,42104,1,13
PSAVUK7,42106,0,11
PSAVUK7,42107,0,20
PSAVUK7,42108,1,6
PSAVUK7,42109,0,10
PSAVUK7,42110,1,9
PSAVUK7,42111,1,12
PSAVUK7,42112,1,4
PSAVUK7,42113,0,13
PSAVUK7,42114,1,4
PSAVUK7,42116,1,24
PSAVUK7,42117,1,6
PSAVUK7,42118,0,2
PSAVUK7,42119,0,31
PSAVUK7,42120,0,10
PSAVUK7,42124,0,4
PSAVTUU,42215,1,3
PSAVUAR,42215,1,3
PSAVTUU,42217,1,4
PSAVUAR,42217,1,3
PSAVUK7,42323,1,10
PSAVUK7,42324,1,3
PSAVUK7,42325,1,12
PSAVUK7,42326,1,11
PSAVUK7,42327,1,7
PSAVUK7,42328,1,10
PSAVUK7,42329,1,13
PSAVUK7,42330,1,22
PSAVUK7,42331,1,5
PSAVUK7,42332,1,41
PSAVUK7,42334,1,14
PSAVUK7,42335,0,11
PSAVUK7,42336,1,15
PSAVUK7,42337,0,20
PSAVUK7,42338,1,7
PSAVUK7,42339,1,12
PSAVUK7,42340,0,4
PSAVUK7,42341,0,7
PSAVUK7,42343,0,7
PSAVUK7,42344,1,11
PSAVUK7,42345,1,7
PSAVUK7,42348,1,11
PSAVUK7,42350,0,2
PSAVUK7,42361,1,6
PSAVUK7,42897,1,4
PSAVUGY,43157,1,3
PSAVUK7,43159,1,6
PSAVTVJ,43433,1,3
PSAVTVJ,43434,1,5
PSAVTVJ,43435,1,3
PSAVTVJ,43438,1,5
PSAV9DV,43439,1,3
PSAVTVJ,44403,1,3
PSAVTVJ,44415,1,4
PSAVTVJ,44417,1,3
PSAVTVJ,44418,1,3
PSAVTVJ,44419,1,9
PSAVTVJ,44420,0,3
PSAVTVJ,44421,0,4
PSAV9DV,44451,1,3
PSAVUA4,44451,1,6
PSAVUK7,44451,1,4
PSAVUK8,44451,1,5
PSAV9DV,44452,1,3
PSAVUA4,44452,1,7
PSAVUK7,44452,1,3
PSAVUK8,44452,1,8
PSAV9DV,44455,1,3
PSAVUA4,44455,1,5
PSAVUK7,44455,0,12
PSAVUK8,44455,1,9
PSAV9DV,44456,1,3
PSAVUA4,44456,1,7
PSAVUK7,44456,0,21
PSAVUK8,44456,1,8
PSAV9DV,44458,1,8
PSAVUA4,44458,1,6
PSAVUK7,44458,1,3
PSAVUK8,44458,1,8
PSAV9DV,44459,1,11
PSAVUA4,44459,1,4
PSAVUK7,44459,1,6
PSAVUK8,44459,1,7
PSAV9DV,44522,1,17
PSAVUA4,44522,1,8
PSAVUK7,44522,1,3
PSAVUK8,44522,1,3
PSAV9DV,44527,1,9
PSAVUA4,44527,0,10
PSAVUK8,44527,1,6
PSAV9DV,44556,0,1
PSAVUA4,44696,1,6
PSAVTVJ,44789,1,3
PSAVTVJ,44790,1,4
PSAVTVJ,44791,1,3
PSAVTVJ,44792,1,3
PSAVUA4,44882,1,4
PSAVUK8,44882,0,1
PSA2H6G,44905,1,3
PSA2H6G,44906,1,4
PSA2H6G,44907,1,6
PSA2H6G,44931,1,3
PSA2H6G,44932,1,3
PSA2H6G,44953,1,3
PSA2H6G,44972,1,3
